snr,tbs,itbs,nr,bler
-29.5,472,7,8,1
-29.5,472,7,16,1
-29.5,472,7,32,1
-29.5,472,7,64,1
-29.5,472,7,128,1
-29.5,504,5,1,1
-29.5,504,5,2,1
-29.5,504,5,4,1
-29.5,504,5,8,1
-29.5,504,5,16,1
-29.5,504,5,32,1
-29.5,504,5,64,1
-29.5,504,5,128,1
-29.5,504,6,1,1
-29.5,504,6,2,1
-29.5,504,6,4,1
-29.5,504,6,8,1
-29.5,504,6,16,1
-29.5,504,6,32,1
-29.5,504,6,64,1
-29.5,504,6,128,1
-29.5,504,10,1,1
-29.5,504,10,2,1
-29.5,504,10,4,1
-29.5,504,10,8,1
-29.5,504,10,16,1
-29.5,504,10,32,1
-29.5,504,10,64,1
-29.5,504,10,128,1
-29.5,536,8,1,1
-29.5,536,8,2,1
-29.5,536,8,4,1
-29.5,536,8,8,1
-29.5,536,8,16,1
-29.5,536,8,32,1
-29.5,536,8,64,1
-29.5,536,8,128,1
-29.5,552,4,1,1
-29.5,552,4,2,1
-29.5,552,4,4,1
-29.5,552,4,8,1
-29.5,552,4,16,1
-29.5,552,4,32,1
-29.5,552,4,64,1
-29.5,552,4,128,1
-29.5,568,3,1,1
-29.5,568,3,2,1
-29.5,568,3,4,1
-29.5,568,3,8,1
-29.5,568,3,16,1
-29.5,568,3,32,1
-29.5,568,3,64,1
-29.5,568,3,128,1
-29.5,584,7,1,1
-29.5,584,7,2,1
-29.5,584,7,4,1
-29.5,584,7,8,1
-29.5,584,7,16,1
-29.5,584,7,32,1
-29.5,584,7,64,1
-29.5,584,7,128,1
-29.5,600,6,1,1
-29.5,600,6,2,1
-29.5,600,6,4,1
-29.5,600,6,8,1
-29.5,600,6,16,1
-29.5,600,6,32,1
-29.5,600,6,64,1
-29.5,600,6,128,1
-29.5,616,9,1,1
-29.5,616,9,2,1
-29.5,616,9,4,1
-29.5,616,9,8,1
-29.5,616,9,16,1
-29.5,616,9,32,1
-29.5,616,9,64,1
-29.5,616,9,128,1
-29.5,680,4,1,1
-29.5,680,4,2,1
-29.5,680,4,4,1
-29.5,680,4,8,1
-29.5,680,4,16,1
-29.5,680,4,32,1
-29.5,680,4,64,1
-29.5,680,4,128,1
-29.5,680,5,1,1
-29.5,680,5,2,1
-29.5,680,5,4,1
-29.5,680,5,8,1
-29.5,680,5,16,1
-29.5,680,5,32,1
-29.5,680,5,64,1
-29.5,680,5,128,1
-29.5,680,8,1,1
-29.5,680,8,2,1
-29.5,680,8,4,1
-29.5,680,8,8,1
-29.5,680,8,16,1
-29.5,680,8,32,1
-29.5,680,8,64,1
-29.5,680,8,128,1
-29.5,680,10,1,1
-29.5,680,10,2,1
-29.5,680,10,4,1
-29.5,680,10,8,1
-29.5,680,10,16,1
-29.5,680,10,32,1
-29.5,680,10,64,1
-29.5,680,10,128,1
-29.5,712,7,1,1
-29.5,712,7,2,1
-29.5,712,7,4,1
-29.5,712,7,8,1
-29.5,712,7,16,1
-29.5,712,7,32,1
-29.5,712,7,64,1
-29.5,712,7,128,1
-29.5,776,9,1,1
-29.5,776,9,2,1
-29.5,776,9,4,1
-29.5,776,9,8,1
-29.5,776,9,16,1
-29.5,776,9,32,1
-29.5,776,9,64,1
-29.5,776,9,128,1
-29.5,808,6,1,1
-29.5,808,6,2,1
-29.5,808,6,4,1
-29.5,808,6,8,1
-29.5,808,6,16,1
-29.5,808,6,32,1
-29.5,808,6,64,1
-29.5,808,6,128,1
-29.5,808,8,1,1
-29.5,808,8,2,1
-29.5,808,8,4,1
-29.5,808,8,8,1
-29.5,808,8,16,1
-29.5,808,8,32,1
-29.5,808,8,64,1
-29.5,808,8,128,1
-29.5,872,5,1,1
-29.5,872,5,2,1
-29.5,872,5,4,1
-29.5,872,5,8,1
-29.5,872,5,16,1
-29.5,872,5,32,1
-29.5,872,5,64,1
-29.5,872,5,128,1
-29.5,872,10,1,1
-29.5,872,10,2,1
-29.5,872,10,4,1
-29.5,872,10,8,1
-29.5,872,10,16,1
-29.5,872,10,32,1
-29.5,872,10,64,1
-29.5,872,10,128,1
-29.5,936,9,1,1
-29.5,936,9,2,1
-29.5,936,9,4,1
-29.5,936,9,8,1
-29.5,936,9,16,1
-29.5,936,9,32,1
-29.5,936,9,64,1
-29.5,936,9,128,1
-29.5,1000,6,1,1
-29.5,1000,6,2,1
-29.5,1000,6,4,1
-29.5,1000,6,8,1
-29.5,1000,6,16,1
-29.5,1000,6,32,1
-29.5,1000,6,64,1
-29.5,1000,6,128,1
-29.5,1000,7,1,1
-29.5,1000,7,2,1
-29.5,1000,7,4,1
-29.5,1000,7,8,1
-29.5,1000,7,16,1
-29.5,1000,7,32,1
-29.5,1000,7,64,1
-29.5,1000,7,128,1
-29.5,1000,10,1,1
-29.5,1000,10,2,1
-29.5,1000,10,4,1
-29.5,1000,10,8,1
-29.5,1000,10,16,1
-29.5,1000,10,32,1
-29.5,1000,10,64,1
-29.5,1000,10,128,1
-29.5,1096,8,1,1
-29.5,1096,8,2,1
-29.5,1096,8,4,1
-29.5,1096,8,8,1
-29.5,1096,8,16,1
-29.5,1096,8,32,1
-29.5,1096,8,64,1
-29.5,1096,8,128,1
-29.5,1224,7,1,1
-29.5,1224,7,2,1
-29.5,1224,7,4,1
-29.5,1224,7,8,1
-29.5,1224,7,16,1
-29.5,1224,7,32,1
-29.5,1224,7,64,1
-29.5,1224,7,128,1
-29.5,1256,9,1,1
-29.5,1256,9,2,1
-29.5,1256,9,4,1
-29.5,1256,9,8,1
-29.5,1256,9,16,1
-29.5,1256,9,32,1
-29.5,1256,9,64,1
-29.5,1256,9,128,1
-29.5,1384,8,1,1
-29.5,1384,8,2,1
-29.5,1384,8,4,1
-29.5,1384,8,8,1
-29.5,1384,8,16,1
-29.5,1384,8,32,1
-29.5,1384,8,64,1
-29.5,1384,8,128,1
-29.5,1384,10,1,1
-29.5,1384,10,2,1
-29.5,1384,10,4,1
-29.5,1384,10,8,1
-29.5,1384,10,16,1
-29.5,1384,10,32,1
-29.5,1384,10,64,1
-29.5,1384,10,128,1
-29.5,1544,9,1,1
-29.5,1544,9,2,1
-29.5,1544,9,4,1
-29.5,1544,9,8,1
-29.5,1544,9,16,1
-29.5,1544,9,32,1
-29.5,1544,9,64,1
-29.5,1544,9,128,1
-29.5,1736,10,1,1
-29.5,1736,10,2,1
-29.5,1736,10,4,1
-29.5,1736,10,8,1
-29.5,1736,10,16,1
-29.5,1736,10,32,1
-29.5,1736,10,64,1
-29.5,1736,10,128,1
-29,16,0,1,1
-29,16,0,2,1
-29,16,0,4,1
-29,16,0,8,1
-29,16,0,16,1
-29,16,0,32,1
-29,16,0,64,0.9978027344
-29,16,0,128,0.8664855957
-29,24,1,1,1
-29,24,1,2,1
-29,24,1,4,1
-29,24,1,8,1
-29,24,1,16,1
-29,24,1,32,1
-29,24,1,64,0.9999389648
-29,24,1,128,0.967376709
-29,32,0,1,1
-29,32,0,2,1
-29,32,0,4,1
-29,32,0,8,1
-29,32,0,16,1
-29,32,0,32,1
-29,32,0,64,0.9945373535
-29,32,0,128,0.5125732422
-29,32,2,1,1
-29,32,2,2,1
-29,32,2,4,1
-29,32,2,8,1
-29,32,2,16,1
-29,32,2,32,1
-29,32,2,64,1
-29,32,2,128,0.9944763184
-29,40,3,1,1
-29,40,3,2,1
-29,40,3,4,1
-29,40,3,8,1
-29,40,3,16,1
-29,40,3,32,1
-29,40,3,64,1
-29,40,3,128,0.9992675781
-29,56,0,1,1
-29,56,0,2,1
-29,56,0,4,1
-29,56,0,8,1
-29,56,0,16,1
-29,56,0,32,1
-29,56,0,64,0.9981994629
-29,56,0,128,0.4320373535
-29,56,1,1,1
-29,56,1,2,1
-29,56,1,4,1
-29,56,1,8,1
-29,56,1,16,1
-29,56,1,32,1
-29,56,1,64,1
-29,56,1,128,0.9579772949
-29,56,4,1,1
-29,56,4,2,1
-29,56,4,4,1
-29,56,4,8,1
-29,56,4,16,1
-29,56,4,32,1
-29,56,4,64,1
-29,56,4,128,0.9999389648
-29,72,2,1,1
-29,72,2,2,1
-29,72,2,4,1
-29,72,2,8,1
-29,72,2,16,1
-29,72,2,32,1
-29,72,2,64,1
-29,72,2,128,0.997833252
-29,72,5,1,1
-29,72,5,2,1
-29,72,5,4,1
-29,72,5,8,1
-29,72,5,16,1
-29,72,5,32,1
-29,72,5,64,1
-29,72,5,128,1
-29,88,0,1,1
-29,88,0,2,1
-29,88,0,4,1
-29,88,0,8,1
-29,88,0,16,1
-29,88,0,32,1
-29,88,0,64,0.999786377
-29,88,0,128,0.5710144043
-29,88,1,1,1
-29,88,1,2,1
-29,88,1,4,1
-29,88,1,8,1
-29,88,1,16,1
-29,88,1,32,1
-29,88,1,64,1
-29,88,1,128,0.9605712891
-29,88,6,1,1
-29,88,6,2,1
-29,88,6,4,1
-29,88,6,8,1
-29,88,6,16,1
-29,88,6,32,1
-29,88,6,64,1
-29,88,6,128,1
-29,104,3,1,1
-29,104,3,2,1
-29,104,3,4,1
-29,104,3,8,1
-29,104,3,16,1
-29,104,3,32,1
-29,104,3,64,1
-29,104,3,128,1
-29,104,7,1,1
-29,104,7,2,1
-29,104,7,4,1
-29,104,7,8,1
-29,104,7,16,1
-29,104,7,32,1
-29,104,7,64,1
-29,104,7,128,1
-29,120,0,1,1
-29,120,0,2,1
-29,120,0,4,1
-29,120,0,8,1
-29,120,0,16,1
-29,120,0,32,1
-29,120,0,64,1
-29,120,0,128,0.6573181152
-29,120,4,1,1
-29,120,4,2,1
-29,120,4,4,1
-29,120,4,8,1
-29,120,4,16,1
-29,120,4,32,1
-29,120,4,64,1
-29,120,4,128,1
-29,120,8,1,1
-29,120,8,2,1
-29,120,8,4,1
-29,120,8,8,1
-29,120,8,16,1
-29,120,8,32,1
-29,120,8,64,1
-29,120,8,128,1
-29,136,9,1,1
-29,136,9,2,1
-29,136,9,4,1
-29,136,9,8,1
-29,136,9,16,1
-29,136,9,32,1
-29,136,9,64,1
-29,136,9,128,1
-29,144,1,1,1
-29,144,1,2,1
-29,144,1,4,1
-29,144,1,8,1
-29,144,1,16,1
-29,144,1,32,1
-29,144,1,64,1
-29,144,1,128,0.9986572266
-29,144,2,1,1
-29,144,2,2,1
-29,144,2,4,1
-29,144,2,8,1
-29,144,2,16,1
-29,144,2,32,1
-29,144,2,64,1
-29,144,2,128,1
-29,144,5,1,1
-29,144,5,2,1
-29,144,5,4,1
-29,144,5,8,1
-29,144,5,16,1
-29,144,5,32,1
-29,144,5,64,1
-29,144,5,128,1
-29,144,10,1,1
-29,144,10,2,1
-29,144,10,4,1
-29,144,10,8,1
-29,144,10,16,1
-29,144,10,32,1
-29,144,10,64,1
-29,144,10,128,1
-29,152,0,1,1
-29,152,0,2,1
-29,152,0,4,1
-29,152,0,8,1
-29,152,0,16,1
-29,152,0,32,1
-29,152,0,64,1
-29,152,0,128,0.7267456055
-29,176,1,1,1
-29,176,1,2,1
-29,176,1,4,1
-29,176,1,8,1
-29,176,1,16,1
-29,176,1,32,1
-29,176,1,64,1
-29,176,1,128,0.9979858398
-29,176,2,1,1
-29,176,2,2,1
-29,176,2,4,1
-29,176,2,8,1
-29,176,2,16,1
-29,176,2,32,1
-29,176,2,64,1
-29,176,2,128,1
-29,176,3,1,1
-29,176,3,2,1
-29,176,3,4,1
-29,176,3,8,1
-29,176,3,16,1
-29,176,3,32,1
-29,176,3,64,1
-29,176,3,128,1
-29,176,6,1,1
-29,176,6,2,1
-29,176,6,4,1
-29,176,6,8,1
-29,176,6,16,1
-29,176,6,32,1
-29,176,6,64,1
-29,176,6,128,1
-29,208,0,1,1
-29,208,0,2,1
-29,208,0,4,1
-29,208,0,8,1
-29,208,0,16,1
-29,208,0,32,1
-29,208,0,64,1
-29,208,0,128,0.741607666
-29,208,1,1,1
-29,208,1,2,1
-29,208,1,4,1
-29,208,1,8,1
-29,208,1,16,1
-29,208,1,32,1
-29,208,1,64,1
-29,208,1,128,0.998260498
-29,208,2,1,1
-29,208,2,2,1
-29,208,2,4,1
-29,208,2,8,1
-29,208,2,16,1
-29,208,2,32,1
-29,208,2,64,1
-29,208,2,128,1
-29,208,3,1,1
-29,208,3,2,1
-29,208,3,4,1
-29,208,3,8,1
-29,208,3,16,1
-29,208,3,32,1
-29,208,3,64,1
-29,208,3,128,1
-29,208,4,1,1
-29,208,4,2,1
-29,208,4,4,1
-29,208,4,8,1
-29,208,4,16,1
-29,208,4,32,1
-29,208,4,64,1
-29,208,4,128,1
-29,224,5,1,1
-29,224,5,2,1
-29,224,5,4,1
-29,224,5,8,1
-29,224,5,16,1
-29,224,5,32,1
-29,224,5,64,1
-29,224,5,128,1
-29,224,7,1,1
-29,224,7,2,1
-29,224,7,4,1
-29,224,7,8,1
-29,224,7,16,1
-29,224,7,32,1
-29,224,7,64,1
-29,224,7,128,1
-29,256,0,1,1
-29,256,0,2,1
-29,256,0,4,1
-29,256,0,8,1
-29,256,0,16,1
-29,256,0,32,1
-29,256,0,64,1
-29,256,0,128,0.656829834
-29,256,1,1,1
-29,256,1,2,1
-29,256,1,4,1
-29,256,1,8,1
-29,256,1,16,1
-29,256,1,32,1
-29,256,1,64,1
-29,256,1,128,0.9904174805
-29,256,2,1,1
-29,256,2,2,1
-29,256,2,4,1
-29,256,2,8,1
-29,256,2,16,1
-29,256,2,32,1
-29,256,2,64,1
-29,256,2,128,1
-29,256,3,1,1
-29,256,3,2,1
-29,256,3,4,1
-29,256,3,8,1
-29,256,3,16,1
-29,256,3,32,1
-29,256,3,64,1
-29,256,3,128,1
-29,256,4,1,1
-29,256,4,2,1
-29,256,4,4,1
-29,256,4,8,1
-29,256,4,16,1
-29,256,4,32,1
-29,256,4,64,1
-29,256,4,128,1
-29,256,6,1,1
-29,256,6,2,1
-29,256,6,4,1
-29,256,6,8,1
-29,256,6,16,1
-29,256,6,32,1
-29,256,6,64,1
-29,256,6,128,1
-29,256,8,1,1
-29,256,8,2,1
-29,256,8,4,1
-29,256,8,8,1
-29,256,8,16,1
-29,256,8,32,1
-29,256,8,64,1
-29,256,8,128,1
-29,296,9,1,1
-29,296,9,2,1
-29,296,9,4,1
-29,296,9,8,1
-29,296,9,16,1
-29,296,9,32,1
-29,296,9,64,1
-29,296,9,128,1
-29,328,2,1,1
-29,328,2,2,1
-29,328,2,4,1
-29,328,2,8,1
-29,328,2,16,1
-29,328,2,32,1
-29,328,2,64,1
-29,328,2,128,1
-29,328,3,1,1
-29,328,3,2,1
-29,328,3,4,1
-29,328,3,8,1
-29,328,3,16,1
-29,328,3,32,1
-29,328,3,64,1
-29,328,3,128,1
-29,328,4,1,1
-29,328,4,2,1
-29,328,4,4,1
-29,328,4,8,1
-29,328,4,16,1
-29,328,4,32,1
-29,328,4,64,1
-29,328,4,128,1
-29,328,5,1,1
-29,328,5,2,1
-29,328,5,4,1
-29,328,5,8,1
-29,328,5,16,1
-29,328,5,32,1
-29,328,5,64,1
-29,328,5,128,1
-29,328,7,1,1
-29,328,7,2,1
-29,328,7,4,1
-29,328,7,8,1
-29,328,7,16,1
-29,328,7,32,1
-29,328,7,64,1
-29,328,7,128,1
-29,328,10,1,1
-29,328,10,2,1
-29,328,10,4,1
-29,328,10,8,1
-29,328,10,16,1
-29,328,10,32,1
-29,328,10,64,1
-29,328,10,128,1
-29,344,1,1,1
-29,344,1,2,1
-29,344,1,4,1
-29,344,1,8,1
-29,344,1,16,1
-29,344,1,32,1
-29,344,1,64,1
-29,344,1,128,0.9991455078
-29,392,6,1,1
-29,392,6,2,1
-29,392,6,4,1
-29,392,6,8,1
-29,392,6,16,1
-29,392,6,32,1
-29,392,6,64,1
-29,392,6,128,1
-29,392,8,1,1
-29,392,8,2,1
-29,392,8,4,1
-29,392,8,8,1
-29,392,8,16,1
-29,392,8,32,1
-29,392,8,64,1
-29,392,8,128,1
-29,408,4,1,1
-29,408,4,2,1
-29,408,4,4,1
-29,408,4,8,1
-29,408,4,16,1
-29,408,4,32,1
-29,408,4,64,1
-29,408,4,128,1
-29,424,2,1,1
-29,424,2,2,1
-29,424,2,4,1
-29,424,2,8,1
-29,424,2,16,1
-29,424,2,32,1
-29,424,2,64,1
-29,424,2,128,1
-29,424,5,1,1
-29,424,5,2,1
-29,424,5,4,1
-29,424,5,8,1
-29,424,5,16,1
-29,424,5,32,1
-29,424,5,64,1
-29,424,5,128,1
-29,440,3,1,1
-29,440,3,2,1
-29,440,3,4,1
-29,440,3,8,1
-29,440,3,16,1
-29,440,3,32,1
-29,440,3,64,1
-29,440,3,128,1
-29,456,9,1,1
-29,456,9,2,1
-29,456,9,4,1
-29,456,9,8,1
-29,456,9,16,1
-29,456,9,32,1
-29,456,9,64,1
-29,456,9,128,1
-29,472,7,1,1
-29,472,7,2,1
-29,472,7,4,1
-29,472,7,8,1
-29,472,7,16,1
-29,472,7,32,1
-29,472,7,64,1
-29,472,7,128,1
-29,504,5,1,1
-29,504,5,2,1
-29,504,5,4,1
-29,504,5,8,1
-29,504,5,16,1
-29,504,5,32,1
-29,504,5,64,1
-29,504,5,128,1
-29,504,6,1,1
-29,504,6,2,1
-29,504,6,4,1
-29,504,6,8,1
-29,504,6,16,1
-29,504,6,32,1
-29,504,6,64,1
-29,504,6,128,1
-29,504,10,1,1
-29,504,10,2,1
-29,504,10,4,1
-29,504,10,8,1
-29,504,10,16,1
-29,504,10,32,1
-29,504,10,64,1
-29,504,10,128,1
-29,536,8,1,1
-29,536,8,2,1
-29,536,8,4,1
-29,536,8,8,1
-29,536,8,16,1
-29,536,8,32,1
-29,536,8,64,1
-29,536,8,128,1
-29,552,4,1,1
-29,552,4,2,1
-29,552,4,4,1
-29,552,4,8,1
-29,552,4,16,1
-29,552,4,32,1
-29,552,4,64,1
-29,552,4,128,1
-29,568,3,1,1
-29,568,3,2,1
-29,568,3,4,1
-29,568,3,8,1
-29,568,3,16,1
-29,568,3,32,1
-29,568,3,64,1
-29,568,3,128,1
-29,584,7,1,1
-29,584,7,2,1
-29,584,7,4,1
-29,584,7,8,1
-29,584,7,16,1
-29,584,7,32,1
-29,584,7,64,1
-29,584,7,128,1
-29,600,6,1,1
-29,600,6,2,1
-29,600,6,4,1
-29,600,6,8,1
-29,600,6,16,1
-29,600,6,32,1
-29,600,6,64,1
-29,600,6,128,1
-29,616,9,1,1
-29,616,9,2,1
-29,616,9,4,1
-29,616,9,8,1
-29,616,9,16,1
-29,616,9,32,1
-29,616,9,64,1
-29,616,9,128,1
-29,680,4,1,1
-29,680,4,2,1
-29,680,4,4,1
-29,680,4,8,1
-29,680,4,16,1
-29,680,4,32,1
-29,680,4,64,1
-29,680,4,128,1
-29,680,5,1,1
-29,680,5,2,1
-29,680,5,4,1
-29,680,5,8,1
-29,680,5,16,1
-29,680,5,32,1
-29,680,5,64,1
-29,680,5,128,1
-29,680,8,1,1
-29,680,8,2,1
-29,680,8,4,1
-29,680,8,8,1
-29,680,8,16,1
-29,680,8,32,1
-29,680,8,64,1
-29,680,8,128,1
-29,680,10,1,1
-29,680,10,2,1
-29,680,10,4,1
-29,680,10,8,1
-29,680,10,16,1
-29,680,10,32,1
-29,680,10,64,1
-29,680,10,128,1
-29,712,7,1,1
-29,712,7,2,1
-29,712,7,4,1
-29,712,7,8,1
-29,712,7,16,1
-29,712,7,32,1
-29,712,7,64,1
-29,712,7,128,1
-29,776,9,1,1
-29,776,9,2,1
-29,776,9,4,1
-29,776,9,8,1
-29,776,9,16,1
-29,776,9,32,1
-29,776,9,64,1
-29,776,9,128,1
-29,808,6,1,1
-29,808,6,2,1
-29,808,6,4,1
-29,808,6,8,1
-29,808,6,16,1
-29,808,6,32,1
-29,808,6,64,1
-29,808,6,128,1
-29,808,8,1,1
-29,808,8,2,1
-29,808,8,4,1
-29,808,8,8,1
-29,808,8,16,1
-29,808,8,32,1
-29,808,8,64,1
-29,808,8,128,1
-29,872,5,1,1
-29,872,5,2,1
-29,872,5,4,1
-29,872,5,8,1
-29,872,5,16,1
-29,872,5,32,1
-29,872,5,64,1
-29,872,5,128,1
-29,872,10,1,1
-29,872,10,2,1
-29,872,10,4,1
-29,872,10,8,1
-29,872,10,16,1
-29,872,10,32,1
-29,872,10,64,1
-29,872,10,128,1
-29,936,9,1,1
-29,936,9,2,1
-29,936,9,4,1
-29,936,9,8,1
-29,936,9,16,1
-29,936,9,32,1
-29,936,9,64,1
-29,936,9,128,1
-29,1000,6,1,1
-29,1000,6,2,1
-29,1000,6,4,1
-29,1000,6,8,1
-29,1000,6,16,1
-29,1000,6,32,1
-29,1000,6,64,1
-29,1000,6,128,1
-29,1000,7,1,1
-29,1000,7,2,1
-29,1000,7,4,1
-29,1000,7,8,1
-29,1000,7,16,1
-29,1000,7,32,1
-29,1000,7,64,1
-29,1000,7,128,1
-29,1000,10,1,1
-29,1000,10,2,1
-29,1000,10,4,1
-29,1000,10,8,1
-29,1000,10,16,1
-29,1000,10,32,1
-29,1000,10,64,1
-29,1000,10,128,1
-29,1096,8,1,1
-29,1096,8,2,1
-29,1096,8,4,1
-29,1096,8,8,1
-29,1096,8,16,1
-29,1096,8,32,1
-29,1096,8,64,1
-29,1096,8,128,1
-29,1224,7,1,1
-29,1224,7,2,1
-29,1224,7,4,1
-29,1224,7,8,1
-29,1224,7,16,1
-29,1224,7,32,1
-29,1224,7,64,1
-29,1224,7,128,1
-29,1256,9,1,1
-29,1256,9,2,1
-29,1256,9,4,1
-29,1256,9,8,1
-29,1256,9,16,1
-29,1256,9,32,1
-29,1256,9,64,1
-29,1256,9,128,1
-29,1384,8,1,1
-29,1384,8,2,1
-29,1384,8,4,1
-29,1384,8,8,1
-29,1384,8,16,1
-29,1384,8,32,1
-29,1384,8,64,1
-29,1384,8,128,1
-29,1384,10,1,1
-29,1384,10,2,1
-29,1384,10,4,1
-29,1384,10,8,1
-29,1384,10,16,1
-29,1384,10,32,1
-29,1384,10,64,1
-29,1384,10,128,1
-29,1544,9,1,1
-29,1544,9,2,1
-29,1544,9,4,1
-29,1544,9,8,1
-29,1544,9,16,1
-29,1544,9,32,1
-29,1544,9,64,1
-29,1544,9,128,1
-29,1736,10,1,1
-29,1736,10,2,1
-29,1736,10,4,1
-29,1736,10,8,1
-29,1736,10,16,1
-29,1736,10,32,1
-29,1736,10,64,1
-29,1736,10,128,1
-28.5,16,0,1,1
-28.5,16,0,2,1
-28.5,16,0,4,1
-28.5,16,0,8,1
-28.5,16,0,16,1
-28.5,16,0,32,1
-28.5,16,0,64,0.996307373
-28.5,16,0,128,0.770904541
-28.5,24,1,1,1
-28.5,24,1,2,1
-28.5,24,1,4,1
-28.5,24,1,8,1
-28.5,24,1,16,1
-28.5,24,1,32,1
-28.5,24,1,64,0.9995117188
-28.5,24,1,128,0.9296569824
-28.5,32,0,1,1
-28.5,32,0,2,1
-28.5,32,0,4,1
-28.5,32,0,8,1
-28.5,32,0,16,1
-28.5,32,0,32,1
-28.5,32,0,64,0.9836425781
-28.5,32,0,128,0.3229675293
-28.5,32,2,1,1
-28.5,32,2,2,1
-28.5,32,2,4,1
-28.5,32,2,8,1
-28.5,32,2,16,1
-28.5,32,2,32,1
-28.5,32,2,64,0.9999389648
-28.5,32,2,128,0.9858398438
-28.5,40,3,1,1
-28.5,40,3,2,1
-28.5,40,3,4,1
-28.5,40,3,8,1
-28.5,40,3,16,1
-28.5,40,3,32,1
-28.5,40,3,64,1
-28.5,40,3,128,0.9974975586
-28.5,56,0,1,1
-28.5,56,0,2,1
-28.5,56,0,4,1
-28.5,56,0,8,1
-28.5,56,0,16,1
-28.5,56,0,32,1
-28.5,56,0,64,0.9933776855
-28.5,56,0,128,0.2289428711
-28.5,56,1,1,1
-28.5,56,1,2,1
-28.5,56,1,4,1
-28.5,56,1,8,1
-28.5,56,1,16,1
-28.5,56,1,32,1
-28.5,56,1,64,1
-28.5,56,1,128,0.8917236328
-28.5,56,4,1,1
-28.5,56,4,2,1
-28.5,56,4,4,1
-28.5,56,4,8,1
-28.5,56,4,16,1
-28.5,56,4,32,1
-28.5,56,4,64,1
-28.5,56,4,128,0.9999694824
-28.5,72,2,1,1
-28.5,72,2,2,1
-28.5,72,2,4,1
-28.5,72,2,8,1
-28.5,72,2,16,1
-28.5,72,2,32,1
-28.5,72,2,64,1
-28.5,72,2,128,0.9901733398
-28.5,72,5,1,1
-28.5,72,5,2,1
-28.5,72,5,4,1
-28.5,72,5,8,1
-28.5,72,5,16,1
-28.5,72,5,32,1
-28.5,72,5,64,1
-28.5,72,5,128,1
-28.5,88,0,1,1
-28.5,88,0,2,1
-28.5,88,0,4,1
-28.5,88,0,8,1
-28.5,88,0,16,1
-28.5,88,0,32,1
-28.5,88,0,64,0.999420166
-28.5,88,0,128,0.3054199219
-28.5,88,1,1,1
-28.5,88,1,2,1
-28.5,88,1,4,1
-28.5,88,1,8,1
-28.5,88,1,16,1
-28.5,88,1,32,1
-28.5,88,1,64,1
-28.5,88,1,128,0.8706970215
-28.5,88,6,1,1
-28.5,88,6,2,1
-28.5,88,6,4,1
-28.5,88,6,8,1
-28.5,88,6,16,1
-28.5,88,6,32,1
-28.5,88,6,64,1
-28.5,88,6,128,1
-28.5,104,3,1,1
-28.5,104,3,2,1
-28.5,104,3,4,1
-28.5,104,3,8,1
-28.5,104,3,16,1
-28.5,104,3,32,1
-28.5,104,3,64,1
-28.5,104,3,128,1
-28.5,104,7,1,1
-28.5,104,7,2,1
-28.5,104,7,4,1
-28.5,104,7,8,1
-28.5,104,7,16,1
-28.5,104,7,32,1
-28.5,104,7,64,1
-28.5,104,7,128,1
-28.5,120,0,1,1
-28.5,120,0,2,1
-28.5,120,0,4,1
-28.5,120,0,8,1
-28.5,120,0,16,1
-28.5,120,0,32,1
-28.5,120,0,64,0.9999389648
-28.5,120,0,128,0.357635498
-28.5,120,4,1,1
-28.5,120,4,2,1
-28.5,120,4,4,1
-28.5,120,4,8,1
-28.5,120,4,16,1
-28.5,120,4,32,1
-28.5,120,4,64,1
-28.5,120,4,128,1
-28.5,120,8,1,1
-28.5,120,8,2,1
-28.5,120,8,4,1
-28.5,120,8,8,1
-28.5,120,8,16,1
-28.5,120,8,32,1
-28.5,120,8,64,1
-28.5,120,8,128,1
-28.5,136,9,1,1
-28.5,136,9,2,1
-28.5,136,9,4,1
-28.5,136,9,8,1
-28.5,136,9,16,1
-28.5,136,9,32,1
-28.5,136,9,64,1
-28.5,136,9,128,1
-28.5,144,1,1,1
-28.5,144,1,2,1
-28.5,144,1,4,1
-28.5,144,1,8,1
-28.5,144,1,16,1
-28.5,144,1,32,1
-28.5,144,1,64,1
-28.5,144,1,128,0.9860534668
-28.5,144,2,1,1
-28.5,144,2,2,1
-28.5,144,2,4,1
-28.5,144,2,8,1
-28.5,144,2,16,1
-28.5,144,2,32,1
-28.5,144,2,64,1
-28.5,144,2,128,1
-28.5,144,5,1,1
-28.5,144,5,2,1
-28.5,144,5,4,1
-28.5,144,5,8,1
-28.5,144,5,16,1
-28.5,144,5,32,1
-28.5,144,5,64,1
-28.5,144,5,128,1
-28.5,144,10,1,1
-28.5,144,10,2,1
-28.5,144,10,4,1
-28.5,144,10,8,1
-28.5,144,10,16,1
-28.5,144,10,32,1
-28.5,144,10,64,1
-28.5,144,10,128,1
-28.5,152,0,1,1
-28.5,152,0,2,1
-28.5,152,0,4,1
-28.5,152,0,8,1
-28.5,152,0,16,1
-28.5,152,0,32,1
-28.5,152,0,64,1
-28.5,152,0,128,0.4059753418
-28.5,176,1,1,1
-28.5,176,1,2,1
-28.5,176,1,4,1
-28.5,176,1,8,1
-28.5,176,1,16,1
-28.5,176,1,32,1
-28.5,176,1,64,1
-28.5,176,1,128,0.9814147949
-28.5,176,2,1,1
-28.5,176,2,2,1
-28.5,176,2,4,1
-28.5,176,2,8,1
-28.5,176,2,16,1
