snr,tbs,itbs,nr,bler
-16,256,2,1,1
-16,256,2,2,1
-16,256,2,4,1
-16,256,2,8,0.998840332
-16,256,2,16,0.0009460449
-16,256,2,32,0
-16,256,2,64,0
-16,256,2,128,0
-16,256,3,1,1
-16,256,3,2,1
-16,256,3,4,1
-16,256,3,8,1
-16,256,3,16,0.0498962402
-16,256,3,32,0
-16,256,3,64,0
-16,256,3,128,0
-16,256,4,1,1
-16,256,4,2,1
-16,256,4,4,1
-16,256,4,8,1
-16,256,4,16,0.6807250977
-16,256,4,32,0
-16,256,4,64,0
-16,256,4,128,0
-16,256,6,1,1
-16,256,6,2,1
-16,256,6,4,1
-16,256,6,8,1
-16,256,6,16,0.9991149902
-16,256,6,32,0.0010375977
-16,256,6,64,0
-16,256,6,128,0
-16,256,8,1,1
-16,256,8,2,1
-16,256,8,4,1
-16,256,8,8,1
-16,256,8,16,1
-16,256,8,32,0.7574462891
-16,256,8,64,0
-16,256,8,128,0
-16,296,9,1,1
-16,296,9,2,1
-16,296,9,4,1
-16,296,9,8,1
-16,296,9,16,1
-16,296,9,32,0.9906616211
-16,296,9,64,0
-16,296,9,128,0
-16,328,2,1,1
-16,328,2,2,1
-16,328,2,4,1
-16,328,2,8,0.9981079102
-16,328,2,16,0
-16,328,2,32,0
-16,328,2,64,0
-16,328,2,128,0
-16,328,3,1,1
-16,328,3,2,1
-16,328,3,4,1
-16,328,3,8,1
-16,328,3,16,0.090423584
-16,328,3,32,0
-16,328,3,64,0
-16,328,3,128,0
-16,328,4,1,1
-16,328,4,2,1
-16,328,4,4,1
-16,328,4,8,1
-16,328,4,16,0.7280578613
-16,328,4,32,0
-16,328,4,64,0
-16,328,4,128,0
-16,328,5,1,1
-16,328,5,2,1
-16,328,5,4,1
-16,328,5,8,1
-16,328,5,16,0.9980773926
-16,328,5,32,9.1552734375E-05
-16,328,5,64,0
-16,328,5,128,0
-16,328,7,1,1
-16,328,7,2,1
-16,328,7,4,1
-16,328,7,8,1
-16,328,7,16,1
-16,328,7,32,0.0993041992
-16,328,7,64,0
-16,328,7,128,0
-16,328,10,1,1
-16,328,10,2,1
-16,328,10,4,1
-16,328,10,8,1
-16,328,10,16,1
-16,328,10,32,0.9998474121
-16,328,10,64,0.0008850098
-16,328,10,128,0
-16,344,1,1,1
-16,344,1,2,1
-16,344,1,4,1
-16,344,1,8,0.8499450684
-16,344,1,16,0
-16,344,1,32,0
-16,344,1,64,0
-16,344,1,128,0
-16,392,6,1,1
-16,392,6,2,1
-16,392,6,4,1
-16,392,6,8,1
-16,392,6,16,1
-16,392,6,32,0.0042724609
-16,392,6,64,0
-16,392,6,128,0
-16,392,8,1,1
-16,392,8,2,1
-16,392,8,4,1
-16,392,8,8,1
-16,392,8,16,1
-16,392,8,32,0.7650146484
-16,392,8,64,0
-16,392,8,128,0
-16,408,4,1,1
-16,408,4,2,1
-16,408,4,4,1
-16,408,4,8,1
-16,408,4,16,0.8307800293
-16,408,4,32,0
-16,408,4,64,0
-16,408,4,128,0
-16,424,2,1,1
-16,424,2,2,1
-16,424,2,4,1
-16,424,2,8,0.9999389648
-16,424,2,16,0.0001525879
-16,424,2,32,0
-16,424,2,64,0
-16,424,2,128,0
-16,424,5,1,1
-16,424,5,2,1
-16,424,5,4,1
-16,424,5,8,1
-16,424,5,16,0.9997253418
-16,424,5,32,0.0001220703
-16,424,5,64,0
-16,424,5,128,0
-16,440,3,1,1
-16,440,3,2,1
-16,440,3,4,1
-16,440,3,8,1
-16,440,3,16,0.0538330078
-16,440,3,32,0
-16,440,3,64,0
-16,440,3,128,0
-16,456,9,1,1
-16,456,9,2,1
-16,456,9,4,1
-16,456,9,8,1
-16,456,9,16,1
-16,456,9,32,0.9980773926
-16,456,9,64,0
-16,456,9,128,0
-16,472,7,1,1
-16,472,7,2,1
-16,472,7,4,1
-16,472,7,8,1
-16,472,7,16,1
-16,472,7,32,0.1999511719
-16,472,7,64,0
-16,472,7,128,0
-16,504,5,1,1
-16,504,5,2,1
-16,504,5,4,1
-16,504,5,8,1
-16,504,5,16,0.9997253418
-16,504,5,32,0
-16,504,5,64,0
-16,504,5,128,0
-16,504,6,1,1
-16,504,6,2,1
-16,504,6,4,1
-16,504,6,8,1
-16,504,6,16,1
-16,504,6,32,0.0033569336
-16,504,6,64,0
-16,504,6,128,0
-16,504,10,1,1
-16,504,10,2,1
-16,504,10,4,1
-16,504,10,8,1
-16,504,10,16,1
-16,504,10,32,1
-16,504,10,64,0.0003051758
-16,504,10,128,0
-16,536,8,1,1
-16,536,8,2,1
-16,536,8,4,1
-16,536,8,8,1
-16,536,8,16,1
-16,536,8,32,0.8545227051
-16,536,8,64,0
-16,536,8,128,0
-16,552,4,1,1
-16,552,4,2,1
-16,552,4,4,1
-16,552,4,8,1
-16,552,4,16,0.8678588867
-16,552,4,32,0
-16,552,4,64,0
-16,552,4,128,0
-16,568,3,1,1
-16,568,3,2,1
-16,568,3,4,1
-16,568,3,8,1
-16,568,3,16,0.0616455078
-16,568,3,32,0
-16,568,3,64,0
-16,568,3,128,0
-16,584,7,1,1
-16,584,7,2,1
-16,584,7,4,1
-16,584,7,8,1
-16,584,7,16,1
-16,584,7,32,0.129486084
-16,584,7,64,0
-16,584,7,128,0
-16,600,6,1,1
-16,600,6,2,1
-16,600,6,4,1
-16,600,6,8,1
-16,600,6,16,1
-16,600,6,32,0.0011291504
-16,600,6,64,0
-16,600,6,128,0
-16,616,9,1,1
-16,616,9,2,1
-16,616,9,4,1
-16,616,9,8,1
-16,616,9,16,1
-16,616,9,32,0.9996337891
-16,616,9,64,0
-16,616,9,128,0
-16,680,4,1,1
-16,680,4,2,1
-16,680,4,4,1
-16,680,4,8,1
-16,680,4,16,0.8291625977
-16,680,4,32,0
-16,680,4,64,0
-16,680,4,128,0
-16,680,5,1,1
-16,680,5,2,1
-16,680,5,4,1
-16,680,5,8,1
-16,680,5,16,0.9999694824
-16,680,5,32,0
-16,680,5,64,0
-16,680,5,128,0
-16,680,8,1,1
-16,680,8,2,1
-16,680,8,4,1
-16,680,8,8,1
-16,680,8,16,1
-16,680,8,32,0.8961486816
-16,680,8,64,0
-16,680,8,128,0
-16,680,10,1,1
-16,680,10,2,1
-16,680,10,4,1
-16,680,10,8,1
-16,680,10,16,1
-16,680,10,32,1
-16,680,10,64,3.0517578125E-05
-16,680,10,128,0
-16,712,7,1,1
-16,712,7,2,1
-16,712,7,4,1
-16,712,7,8,1
-16,712,7,16,1
-16,712,7,32,0.1526489258
-16,712,7,64,0
-16,712,7,128,0
-16,776,9,1,1
-16,776,9,2,1
-16,776,9,4,1
-16,776,9,8,1
-16,776,9,16,1
-16,776,9,32,0.9998779297
-16,776,9,64,0
-16,776,9,128,0
-16,808,6,1,1
-16,808,6,2,1
-16,808,6,4,1
-16,808,6,8,1
-16,808,6,16,1
-16,808,6,32,0.0001220703
-16,808,6,64,0
-16,808,6,128,0
-16,808,8,1,1
-16,808,8,2,1
-16,808,8,4,1
-16,808,8,8,1
-16,808,8,16,1
-16,808,8,32,0.8721008301
-16,808,8,64,0
-16,808,8,128,0
-16,872,5,1,1
-16,872,5,2,1
-16,872,5,4,1
-16,872,5,8,1
-16,872,5,16,1
-16,872,5,32,0
-16,872,5,64,0
-16,872,5,128,0
-16,872,10,1,1
-16,872,10,2,1
-16,872,10,4,1
-16,872,10,8,1
-16,872,10,16,1
-16,872,10,32,1
-16,872,10,64,0.0002441406
-16,872,10,128,0
-16,936,9,1,1
-16,936,9,2,1
-16,936,9,4,1
-16,936,9,8,1
-16,936,9,16,1
-16,936,9,32,0.9999694824
-16,936,9,64,0
-16,936,9,128,0
-16,1000,6,1,1
-16,1000,6,2,1
-16,1000,6,4,1
-16,1000,6,8,1
-16,1000,6,16,1
-16,1000,6,32,0
-16,1000,6,64,0
-16,1000,6,128,0
-16,1000,7,1,1
-16,1000,7,2,1
-16,1000,7,4,1
-16,1000,7,8,1
-16,1000,7,16,1
-16,1000,7,32,0.2744750977
-16,1000,7,64,0
-16,1000,7,128,0
-16,1000,10,1,1
-16,1000,10,2,1
-16,1000,10,4,1
-16,1000,10,8,1
-16,1000,10,16,1
-16,1000,10,32,1
-16,1000,10,64,0
-16,1000,10,128,0
-16,1096,8,1,1
-16,1096,8,2,1
-16,1096,8,4,1
-16,1096,8,8,1
-16,1096,8,16,1
-16,1096,8,32,0.9430847168
-16,1096,8,64,0
-16,1096,8,128,0
-16,1224,7,1,1
-16,1224,7,2,1
-16,1224,7,4,1
-16,1224,7,8,1
-16,1224,7,16,1
-16,1224,7,32,0.1438293457
-16,1224,7,64,0
-16,1224,7,128,0
-16,1256,9,1,1
-16,1256,9,2,1
-16,1256,9,4,1
-16,1256,9,8,1
-16,1256,9,16,1
-16,1256,9,32,1
-16,1256,9,64,0
-16,1256,9,128,0
-16,1384,8,1,1
-16,1384,8,2,1
-16,1384,8,4,1
-16,1384,8,8,1
-16,1384,8,16,1
-16,1384,8,32,0.971862793
-16,1384,8,64,0
-16,1384,8,128,0
-16,1384,10,1,1
-16,1384,10,2,1
-16,1384,10,4,1
-16,1384,10,8,1
-16,1384,10,16,1
-16,1384,10,32,1
-16,1384,10,64,0
-16,1384,10,128,0
-16,1544,9,1,1
-16,1544,9,2,1
-16,1544,9,4,1
-16,1544,9,8,1
-16,1544,9,16,1
-16,1544,9,32,1
-16,1544,9,64,0
-16,1544,9,128,0
-16,1736,10,1,1
-16,1736,10,2,1
-16,1736,10,4,1
-16,1736,10,8,1
-16,1736,10,16,1
-16,1736,10,32,1
-16,1736,10,64,0
-16,1736,10,128,0
-15.5,16,0,1,1
-15.5,16,0,2,0.9999389648
-15.5,16,0,4,0.9822998047
-15.5,16,0,8,0.5072021484
-15.5,16,0,16,0.0039978027
-15.5,16,0,32,0
-15.5,16,0,64,0
-15.5,16,0,128,0
-15.5,24,1,1,1
-15.5,24,1,2,1
-15.5,24,1,4,0.9979248047
-15.5,24,1,8,0.7622070313
-15.5,24,1,16,0.0183410645
-15.5,24,1,32,0
-15.5,24,1,64,0
-15.5,24,1,128,0
-15.5,32,0,1,1
-15.5,32,0,2,0.9998779297
-15.5,32,0,4,0.9219970703
-15.5,32,0,8,0.0784606934
-15.5,32,0,16,0
-15.5,32,0,32,0
-15.5,32,0,64,0
-15.5,32,0,128,0
-15.5,32,2,1,1
-15.5,32,2,2,1
-15.5,32,2,4,0.9997558594
-15.5,32,2,8,0.925201416
-15.5,32,2,16,0.0856323242
-15.5,32,2,32,0
-15.5,32,2,64,0
-15.5,32,2,128,0
-15.5,40,3,1,1
-15.5,40,3,2,1
-15.5,40,3,4,1
-15.5,40,3,8,0.9770507813
-15.5,40,3,16,0.1850280762
-15.5,40,3,32,3.0517578125E-05
-15.5,40,3,64,0
-15.5,40,3,128,0
-15.5,56,0,1,1
-15.5,56,0,2,0.9999694824
-15.5,56,0,4,0.934387207
-15.5,56,0,8,0.0262145996
-15.5,56,0,16,0
-15.5,56,0,32,0
-15.5,56,0,64,0
-15.5,56,0,128,0
-15.5,56,1,1,1
-15.5,56,1,2,1
-15.5,56,1,4,0.9991455078
-15.5,56,1,8,0.5714416504
-15.5,56,1,16,0.000213623
-15.5,56,1,32,0
-15.5,56,1,64,0
-15.5,56,1,128,0
-15.5,56,4,1,1
-15.5,56,4,2,1
-15.5,56,4,4,1
-15.5,56,4,8,0.9992980957
-15.5,56,4,16,0.5968933105
-15.5,56,4,32,0.0002746582
-15.5,56,4,64,0
-15.5,56,4,128,0
-15.5,72,2,1,1
-15.5,72,2,2,1
-15.5,72,2,4,0.9999694824
-15.5,72,2,8,0.895904541
-15.5,72,2,16,0.0046691895
-15.5,72,2,32,0
-15.5,72,2,64,0
-15.5,72,2,128,0
-15.5,72,5,1,1
-15.5,72,5,2,1
-15.5,72,5,4,1
-15.5,72,5,8,1
-15.5,72,5,16,0.8954772949
-15.5,72,5,32,0.0049133301
-15.5,72,5,64,0
-15.5,72,5,128,0
-15.5,88,0,1,1
-15.5,88,0,2,1
-15.5,88,0,4,0.9833679199
-15.5,88,0,8,0.0292663574
-15.5,88,0,16,0
-15.5,88,0,32,0
-15.5,88,0,64,0
-15.5,88,0,128,0
-15.5,88,1,1,1
-15.5,88,1,2,1
-15.5,88,1,4,0.9998168945
-15.5,88,1,8,0.4514465332
-15.5,88,1,16,0
-15.5,88,1,32,0
-15.5,88,1,64,0
-15.5,88,1,128,0
-15.5,88,6,1,1
-15.5,88,6,2,1
-15.5,88,6,4,1
-15.5,88,6,8,1
-15.5,88,6,16,0.9838256836
-15.5,88,6,32,0.0343933105
-15.5,88,6,64,0
-15.5,88,6,128,0
-15.5,104,3,1,1
-15.5,104,3,2,1
-15.5,104,3,4,1
-15.5,104,3,8,0.9985351563
-15.5,104,3,16,0.1338806152
-15.5,104,3,32,0
-15.5,104,3,64,0
-15.5,104,3,128,0
-15.5,104,7,1,1
-15.5,104,7,2,1
-15.5,104,7,4,1
-15.5,104,7,8,1
-15.5,104,7,16,0.9989013672
-15.5,104,7,32,0.1473083496
-15.5,104,7,64,0
-15.5,104,7,128,0
-15.5,120,0,1,1
-15.5,120,0,2,1
-15.5,120,0,4,0.9948425293
-15.5,120,0,8,0.0293884277
-15.5,120,0,16,0
-15.5,120,0,32,0
-15.5,120,0,64,0
-15.5,120,0,128,0
-15.5,120,4,1,1
-15.5,120,4,2,1
-15.5,120,4,4,1
-15.5,120,4,8,0.9999694824
-15.5,120,4,16,0.3746643066
-15.5,120,4,32,0
-15.5,120,4,64,0
-15.5,120,4,128,0
-15.5,120,8,1,1
-15.5,120,8,2,1
-15.5,120,8,4,1
-15.5,120,8,8,1
-15.5,120,8,16,0.9999694824
-15.5,120,8,32,0.4600219727
-15.5,120,8,64,0
-15.5,120,8,128,0
-15.5,136,9,1,1
-15.5,136,9,2,1
-15.5,136,9,4,1
-15.5,136,9,8,1
-15.5,136,9,16,1
-15.5,136,9,32,0.8004760742
-15.5,136,9,64,0
-15.5,136,9,128,0
-15.5,144,1,1,1
-15.5,144,1,2,1
-15.5,144,1,4,1
-15.5,144,1,8,0.777130127
-15.5,144,1,16,3.0517578125E-05
-15.5,144,1,32,0
-15.5,144,1,64,0
-15.5,144,1,128,0
-15.5,144,2,1,1
-15.5,144,2,2,1
-15.5,144,2,4,1
-15.5,144,2,8,0.9969787598
-15.5,144,2,16,0.017791748
-15.5,144,2,32,0
-15.5,144,2,64,0
-15.5,144,2,128,0
-15.5,144,5,1,1
-15.5,144,5,2,1
-15.5,144,5,4,1
-15.5,144,5,8,1
-15.5,144,5,16,0.8008728027
-15.5,144,5,32,6.103515625E-05
-15.5,144,5,64,0
-15.5,144,5,128,0
-15.5,144,10,1,1
-15.5,144,10,2,1
-15.5,144,10,4,1
-15.5,144,10,8,1
-15.5,144,10,16,1
-15.5,144,10,32,0.9078369141
-15.5,144,10,64,0.0004577637
-15.5,144,10,128,0
-15.5,152,0,1,1
-15.5,152,0,2,1
-15.5,152,0,4,0.9985961914
-15.5,152,0,8,0.0267333984
-15.5,152,0,16,0
-15.5,152,0,32,0
-15.5,152,0,64,0
-15.5,152,0,128,0
-15.5,176,1,1,1
-15.5,176,1,2,1
-15.5,176,1,4,1
-15.5,176,1,8,0.6774291992
-15.5,176,1,16,0
-15.5,176,1,32,0
-15.5,176,1,64,0
-15.5,176,1,128,0
-15.5,176,2,1,1
-15.5,176,2,2,1
-15.5,176,2,4,1
-15.5,176,2,8,0.9868164063
-15.5,176,2,16,0.000793457
-15.5,176,2,32,0
-15.5,176,2,64,0
-15.5,176,2,128,0
-15.5,176,3,1,1
-15.5,176,3,2,1
-15.5,176,3,4,1
-15.5,176,3,8,0.9999694824
-15.5,176,3,16,0.1682128906
-15.5,176,3,32,0
-15.5,176,3,64,0
-15.5,176,3,128,0
-15.5,176,6,1,1
-15.5,176,6,2,1
-15.5,176,6,4,1
-15.5,176,6,8,1
-15.5,176,6,16,0.9866943359
-15.5,176,6,32,0.0008239746
-15.5,176,6,64,0
-15.5,176,6,128,0
-15.5,208,0,1,1
-15.5,208,0,2,1
-15.5,208,0,4,0.9995422363
-15.5,208,0,8,0.0125732422
-15.5,208,0,16,0
-15.5,208,0,32,0
-15.5,208,0,64,0
-15.5,208,0,128,0
-15.5,208,1,1,1
-15.5,208,1,2,1
-15.5,208,1,4,1
-15.5,208,1,8,0.5846252441
-15.5,208,1,16,0
-15.5,208,1,32,0
-15.5,208,1,64,0
-15.5,208,1,128,0
-15.5,208,2,1,1
-15.5,208,2,2,1
-15.5,208,2,4,1
-15.5,208,2,8,0.9664306641
-15.5,208,2,16,0
-15.5,208,2,32,0
-15.5,208,2,64,0
-15.5,208,2,128,0
-15.5,208,3,1,1
-15.5,208,3,2,1
-15.5,208,3,4,1
-15.5,208,3,8,0.9996032715
-15.5,208,3,16,0.0129699707
-15.5,208,3,32,0
-15.5,208,3,64,0
-15.5,208,3,128,0
-15.5,208,4,1,1
-15.5,208,4,2,1
-15.5,208,4,4,1
-15.5,208,4,8,1
-15.5,208,4,16,0.6136779785
-15.5,208,4,32,0
-15.5,208,4,64,0
-15.5,208,4,128,0
-15.5,224,5,1,1
-15.5,224,5,2,1
-15.5,224,5,4,1
-15.5,224,5,8,1
-15.5,224,5,16,0.8243103027
-15.5,224,5,32,0
-15.5,224,5,64,0
-15.5,224,5,128,0
-15.5,224,7,1,1
-15.5,224,7,2,1
-15.5,224,7,4,1
-15.5,224,7,8,1
-15.5,224,7,16,0.9999389648
-15.5,224,7,32,0.0416259766
-15.5,224,7,64,0
-15.5,224,7,128,0
-15.5,256,0,1,1
-15.5,256,0,2,1
-15.5,256,0,4,0.9998168945
-15.5,256,0,8,0.0029907227
-15.5,256,0,16,0
-15.5,256,0,32,0
-15.5,256,0,64,0
-15.5,256,0,128,0
-15.5,256,1,1,1
-15.5,256,1,2,1
-15.5,256,1,4,1
-15.5,256,1,8,0.2474060059
-15.5,256,1,16,0
-15.5,256,1,32,0
-15.5,256,1,64,0
-15.5,256,1,128,0
-15.5,256,2,1,1
-15.5,256,2,2,1
-15.5,256,2,4,1
-15.5,256,2,8,0.9823303223
-15.5,256,2,16,3.0517578125E-05
-15.5,256,2,32,0
-15.5,256,2,64,0
-15.5,256,2,128,0
-15.5,256,3,1,1
-15.5,256,3,2,1
-15.5,256,3,4,1
-15.5,256,3,8,0.9997558594
-15.5,256,3,16,0.0031433105
-15.5,256,3,32,0
-15.5,256,3,64,0
-15.5,256,3,128,0
-15.5,256,4,1,1
-15.5,256,4,2,1
-15.5,256,4,4,1
-15.5,256,4,8,1
-15.5,256,4,16,0.2742919922
-15.5,256,4,32,0
-15.5,256,4,64,0
-15.5,256,4,128,0
-15.5,256,6,1,1
-15.5,256,6,2,1
-15.5,256,6,4,1
-15.5,256,6,8,1
-15.5,256,6,16,0.9818725586
-15.5,256,6,32,3.0517578125E-05
-15.5,256,6,64,0
-15.5,256,6,128,0
-15.5,256,8,1,1
-15.5,256,8,2,1
-15.5,256,8,4,1
-15.5,256,8,8,1
-15.5,256,8,16,1
-15.5,256,8,32,0.3659362793
-15.5,256,8,64,0
-15.5,256,8,128,0
-15.5,296,9,1,1
-15.5,296,9,2,1
-15.5,296,9,4,1
-15.5,296,9,8,1
-15.5,296,9,16,1
-15.5,296,9,32,0.9042358398
-15.5,296,9,64,0
-15.5,296,9,128,0
-15.5,328,2,1,1
-15.5,328,2,2,1
-15.5,328,2,4,1
-15.5,328,2,8,0.9638977051
-15.5,328,2,16,0
-15.5,328,2,32,0
-15.5,328,2,64,0
-15.5,328,2,128,0
-15.5,328,3,1,1
-15.5,328,3,2,1
-15.5,328,3,4,1
-15.5,328,3,8,0.9999694824
-15.5,328,3,16,0.0049133301
-15.5,328,3,32,0
-15.5,328,3,64,0
-15.5,328,3,128,0
-15.5,328,4,1,1
-15.5,328,4,2,1
-15.5,328,4,4,1
-15.5,328,4,8,1
-15.5,328,4,16,0.2808837891
-15.5,328,4,32,0
-15.5,328,4,64,0
-15.5,328,4,128,0
-15.5,328,5,1,1
-15.5,328,5,2,1
-15.5,328,5,4,1
-15.5,328,5,8,1
-15.5,328,5,16,0.961151123
-15.5,328,5,32,0
-15.5,328,5,64,0
-15.5,328,5,128,0
-15.5,328,7,1,1
-15.5,328,7,2,1
-15.5,328,7,4,1
-15.5,328,7,8,1
-15.5,328,7,16,1
-15.5,328,7,32,0.006439209
-15.5,328,7,64,0
-15.5,328,7,128,0
-15.5,328,10,1,1
-15.5,328,10,2,1
-15.5,328,10,4,1
-15.5,328,10,8,1
-15.5,328,10,16,1
-15.5,328,10,32,0.9946289063
-15.5,328,10,64,9.1552734375E-05
-15.5,328,10,128,0
-15.5,344,1,1,1
-15.5,344,1,2,1
-15.5,344,1,4,1
-15.5,344,1,8,0.4272766113
-15.5,344,1,16,0
-15.5,344,1,32,0
-15.5,344,1,64,0
-15.5,344,1,128,0
-15.5,392,6,1,1
-15.5,392,6,2,1
-15.5,392,6,4,1
-15.5,392,6,8,1
-15.5,392,6,16,0.9999084473
-15.5,392,6,32,6.103515625E-05
-15.5,392,6,64,0
-15.5,392,6,128,0
-15.5,392,8,1,1
-15.5,392,8,2,1
-15.5,392,8,4,1
-15.5,392,8,8,1
-15.5,392,8,16,1
-15.5,392,8,32,0.2841491699
-15.5,392,8,64,0
-15.5,392,8,128,0
-15.5,408,4,1,1
-15.5,408,4,2,1
-15.5,408,4,4,1
-15.5,408,4,8,1
-15.5,408,4,16,0.3598632813
-15.5,408,4,32,0
-15.5,408,4,64,0
-15.5,408,4,128,0
-15.5,424,2,1,1
-15.5,424,2,2,1
-15.5,424,2,4,1
-15.5,424,2,8,0.9873657227
-15.5,424,2,16,3.0517578125E-05
-15.5,424,2,32,0
-15.5,424,2,64,0
-15.5,424,2,128,0
-15.5,424,5,1,1
-15.5,424,5,2,1
-15.5,424,5,4,1
-15.5,424,5,8,1
-15.5,424,5,16,0.9872741699
-15.5,424,5,32,0
-15.5,424,5,64,0
-15.5,424,5,128,0
-15.5,440,3,1,1
-15.5,440,3,2,1
-15.5,440,3,4,1
-15.5,440,3,8,1
-15.5,440,3,16,0.0016174316
-15.5,440,3,32,0
-15.5,440,3,64,0
-15.5,440,3,128,0
-15.5,456,9,1,1
-15.5,456,9,2,1
-15.5,456,9,4,1
-15.5,456,9,8,1
-15.5,456,9,16,1
-15.5,456,9,32,0.9469299316
-15.5,456,9,64,0
-15.5,456,9,128,0
-15.5,472,7,1,1
-15.5,472,7,2,1
-15.5,472,7,4,1
-15.5,472,7,8,1
-15.5,472,7,16,1
-15.5,472,7,32,0.0114440918
-15.5,472,7,64,0
-15.5,472,7,128,0
-15.5,504,5,1,1
-15.5,504,5,2,1
-15.5,504,5,4,1
-15.5,504,5,8,1
-15.5,504,5,16,0.9882202148
-15.5,504,5,32,0
-15.5,504,5,64,0
-15.5,504,5,128,0
-15.5,504,6,1,1
-15.5,504,6,2,1
-15.5,504,6,4,1
-15.5,504,6,8,1
-15.5,504,6,16,1
-15.5,504,6,32,0
-15.5,504,6,64,0
-15.5,504,6,128,0
-15.5,504,10,1,1
-15.5,504,10,2,1
-15.5,504,10,4,1
-15.5,504,10,8,1
-15.5,504,10,16,1
-15.5,504,10,32,0.9990539551
-15.5,504,10,64,3.0517578125E-05
-15.5,504,10,128,0
-15.5,536,8,1,1
-15.5,536,8,2,1
-15.5,536,8,4,1
-15.5,536,8,8,1
-15.5,536,8,16,1
-15.5,536,8,32,0.3389282227
-15.5,536,8,64,0
-15.5,536,8,128,0
-15.5,552,4,1,1
-15.5,552,4,2,1
-15.5,552,4,4,1
-15.5,552,4,8,1
-15.5,552,4,16,0.3601989746
-15.5,552,4,32,0
-15.5,552,4,64,0
-15.5,552,4,128,0
-15.5,568,3,1,1
-15.5,568,3,2,1
-15.5,568,3,4,1
-15.5,568,3,8,1
-15.5,568,3,16,0.000793457
-15.5,568,3,32,0
-15.5,568,3,64,0
-15.5,568,3,128,0
-15.5,584,7,1,1
-15.5,584,7,2,1
-15.5,584,7,4,1
-15.5,584,7,8,1
-15.5,584,7,16,1
-15.5,584,7,32,0.0036010742
-15.5,584,7,64,0
-15.5,584,7,128,0
-15.5,600,6,1,1
-15.5,600,6,2,1
-15.5,600,6,4,1
-15.5,600,6,8,1
-15.5,600,6,16,1
-15.5,600,6,32,0
-15.5,600,6,64,0
-15.5,600,6,128,0
-15.5,616,9,1,1
-15.5,616,9,2,1
-15.5,616,9,4,1
-15.5,616,9,8,1
-15.5,616,9,16,1
-15.5,616,9,32,0.9737548828
-15.5,616,9,64,0
-15.5,616,9,128,0
-15.5,680,4,1,1
-15.5,680,4,2,1
-15.5,680,4,4,1
-15.5,680,4,8,1
-15.5,680,4,16,0.2342224121
-15.5,680,4,32,0
-15.5,680,4,64,0
-15.5,680,4,128,0
-15.5,680,5,1,1
-15.5,680,5,2,1
-15.5,680,5,4,1
-15.5,680,5,8,1
-15.5,680,5,16,0.9962768555
-15.5,680,5,32,0
-15.5,680,5,64,0
-15.5,680,5,128,0
-15.5,680,8,1,1
-15.5,680,8,2,1
-15.5,680,8,4,1
-15.5,680,8,8,1
-15.5,680,8,16,1
-15.5,680,8,32,0.3506774902
-15.5,680,8,64,0
-15.5,680,8,128,0
-15.5,680,10,1,1
-15.5,680,10,2,1
-15.5,680,10,4,1
-15.5,680,10,8,1
-15.5,680,10,16,1
-15.5,680,10,32,0.9999694824
-15.5,680,10,64,0
-15.5,680,10,128,0
-15.5,712,7,1,1
-15.5,712,7,2,1
-15.5,712,7,4,1
-15.5,712,7,8,1
-15.5,712,7,16,1
-15.5,712,7,32,0.0033874512
-15.5,712,7,64,0
-15.5,712,7,128,0
-15.5,776,9,1,1
-15.5,776,9,2,1
-15.5,776,9,4,1
-15.5,776,9,8,1
-15.5,776,9,16,1
-15.5,776,9,32,0.9857788086
-15.5,776,9,64,0
-15.5,776,9,128,0
-15.5,808,6,1,1
-15.5,808,6,2,1
-15.5,808,6,4,1
-15.5,808,6,8,1
-15.5,808,6,16,1
-15.5,808,6,32,0
-15.5,808,6,64,0
-15.5,808,6,128,0
-15.5,808,8,1,1
-15.5,808,8,2,1
-15.5,808,8,4,1
-15.5,808,8,8,1
-15.5,808,8,16,1
-15.5,808,8,32,0.2575073242
-15.5,808,8,64,0
-15.5,808,8,128,0
-15.5,872,5,1,1
-15.5,872,5,2,1
-15.5,872,5,4,1
-15.5,872,5,8,1
-15.5,872,5,16,0.9994812012
-15.5,872,5,32,0
-15.5,872,5,64,0
-15.5,872,5,128,0
-15.5,872,10,1,1
-15.5,872,10,2,1
-15.5,872,10,4,1
-15.5,872,10,8,1
-15.5,872,10,16,1
-15.5,872,10,32,1
-15.5,872,10,64,0
-15.5,872,10,128,0
-15.5,936,9,1,1
-15.5,936,9,2,1
-15.5,936,9,4,1
-15.5,936,9,8,1
-15.5,936,9,16,1
-15.5,936,9,32,0.9915771484
-15.5,936,9,64,0
-15.5,936,9,128,0
-15.5,1000,6,1,1
-15.5,1000,6,2,1
-15.5,1000,6,4,1
-15.5,1000,6,8,1
-15.5,1000,6,16,1
-15.5,1000,6,32,0
-15.5,1000,6,64,0
-15.5,1000,6,128,0
-15.5,1000,7,1,1
-15.5,1000,7,2,1
-15.5,1000,7,4,1
-15.5,1000,7,8,1
-15.5,1000,7,16,1
-15.5,1000,7,32,0.0041809082
-15.5,1000,7,64,0
-15.5,1000,7,128,0
-15.5,1000,10,1,1
-15.5,1000,10,2,1
-15.5,1000,10,4,1
-15.5,1000,10,8,1
-15.5,1000,10,16,1
-15.5,1000,10,32,0.9998779297
-15.5,1000,10,64,0
-15.5,1000,10,128,0
-15.5,1096,8,1,1
-15.5,1096,8,2,1
-15.5,1096,8,4,1
-15.5,1096,8,8,1
-15.5,1096,8,16,1
