tbs,snr,bler,itbs,nr,nru
1000,15,0,6,16,160
1000,15,0,6,32,320
1000,15,0,6,64,640
1000,15,0,6,128,1280
1000,15,0,7,1,8
1000,15,0,7,2,16
1000,15,0,7,4,32
1000,15,0,7,8,64
1000,15,0,7,16,128
1000,15,0,7,32,256
1000,15,0,7,64,512
1000,15,0,7,128,1024
1000,15,0,10,1,6
1000,15,0,10,2,12
1000,15,0,10,4,24
1000,15,0,10,8,48
1000,15,0,10,16,96
1000,15,0,10,32,192
1000,15,0,10,64,384
1000,15,0,10,128,768
1000,15.5,0,6,1,10
1000,15.5,0,6,2,20
1000,15.5,0,6,4,40
1000,15.5,0,6,8,80
1000,15.5,0,6,16,160
1000,15.5,0,6,32,320
1000,15.5,0,6,64,640
1000,15.5,0,6,128,1280
1000,15.5,0,7,1,8
1000,15.5,0,7,2,16
1000,15.5,0,7,4,32
1000,15.5,0,7,8,64
1000,15.5,0,7,16,128
1000,15.5,0,7,32,256
1000,15.5,0,7,64,512
1000,15.5,0,7,128,1024
1000,15.5,0,10,1,6
1000,15.5,0,10,2,12
1000,15.5,0,10,4,24
1000,15.5,0,10,8,48
1000,15.5,0,10,16,96
1000,15.5,0,10,32,192
1000,15.5,0,10,64,384
1000,15.5,0,10,128,768
1000,16,0,6,1,10
1000,16,0,6,2,20
1000,16,0,6,4,40
1000,16,0,6,8,80
1000,16,0,6,16,160
1000,16,0,6,32,320
1000,16,0,6,64,640
1000,16,0,6,128,1280
1000,16,0,7,1,8
1000,16,0,7,2,16
1000,16,0,7,4,32
1000,16,0,7,8,64
1000,16,0,7,16,128
1000,16,0,7,32,256
1000,16,0,7,64,512
1000,16,0,7,128,1024
1000,16,0,10,1,6
1000,16,0,10,2,12
1000,16,0,10,4,24
1000,16,0,10,8,48
1000,16,0,10,16,96
1000,16,0,10,32,192
1000,16,0,10,64,384
1000,16,0,10,128,768
1000,16.5,0,6,1,10
1000,16.5,0,6,2,20
1000,16.5,0,6,4,40
1000,16.5,0,6,8,80
1000,16.5,0,6,16,160
1000,16.5,0,6,32,320
1000,16.5,0,6,64,640
1000,16.5,0,6,128,1280
1000,16.5,0,7,1,8
1000,16.5,0,7,2,16
1000,16.5,0,7,4,32
1000,16.5,0,7,8,64
1000,16.5,0,7,16,128
1000,16.5,0,7,32,256
1000,16.5,0,7,64,512
1000,16.5,0,7,128,1024
1000,16.5,0,10,1,6
1000,16.5,0,10,2,12
1000,16.5,0,10,4,24
1000,16.5,0,10,8,48
1000,16.5,0,10,16,96
1000,16.5,0,10,32,192
1000,16.5,0,10,64,384
1000,16.5,0,10,128,768
1000,17,0,6,1,10
1000,17,0,6,2,20
1000,17,0,6,4,40
1000,17,0,6,8,80
1000,17,0,6,16,160
1000,17,0,6,32,320
1000,17,0,6,64,640
1000,17,0,6,128,1280
1000,17,0,7,1,8
1000,17,0,7,2,16
1000,17,0,7,4,32
1000,17,0,7,8,64
1000,17,0,7,16,128
1000,17,0,7,32,256
1000,17,0,7,64,512
1000,17,0,7,128,1024
1000,17,0,10,1,6
1000,17,0,10,2,12
1000,17,0,10,4,24
1000,17,0,10,8,48
1000,17,0,10,16,96
1000,17,0,10,32,192
1000,17,0,10,64,384
1000,17,0,10,128,768
1000,17.5,0,6,1,10
1000,17.5,0,6,2,20
1000,17.5,0,6,4,40
1000,17.5,0,6,8,80
1000,17.5,0,6,16,160
1000,17.5,0,6,32,320
1000,17.5,0,6,64,640
1000,17.5,0,6,128,1280
1000,17.5,0,7,1,8
1000,17.5,0,7,2,16
1000,17.5,0,7,4,32
1000,17.5,0,7,8,64
1000,17.5,0,7,16,128
1000,17.5,0,7,32,256
1000,17.5,0,7,64,512
1000,17.5,0,7,128,1024
1000,17.5,0,10,1,6
1000,17.5,0,10,2,12
1000,17.5,0,10,4,24
1000,17.5,0,10,8,48
1000,17.5,0,10,16,96
1000,17.5,0,10,32,192
1000,17.5,0,10,64,384
1000,17.5,0,10,128,768
1000,18,0,6,1,10
1000,18,0,6,2,20
1000,18,0,6,4,40
1000,18,0,6,8,80
1000,18,0,6,16,160
1000,18,0,6,32,320
1000,18,0,6,64,640
1000,18,0,6,128,1280
1000,18,0,7,1,8
1000,18,0,7,2,16
1000,18,0,7,4,32
1000,18,0,7,8,64
1000,18,0,7,16,128
1000,18,0,7,32,256
1000,18,0,7,64,512
1000,18,0,7,128,1024
1000,18,0,10,1,6
1000,18,0,10,2,12
1000,18,0,10,4,24
1000,18,0,10,8,48
1000,18,0,10,16,96
1000,18,0,10,32,192
1000,18,0,10,64,384
1000,18,0,10,128,768
1000,18.5,0,6,1,10
1000,18.5,0,6,2,20
1000,18.5,0,6,4,40
1000,18.5,0,6,8,80
1000,18.5,0,6,16,160
1000,18.5,0,6,32,320
1000,18.5,0,6,64,640
1000,18.5,0,6,128,1280
1000,18.5,0,7,1,8
1000,18.5,0,7,2,16
1000,18.5,0,7,4,32
1000,18.5,0,7,8,64
1000,18.5,0,7,16,128
1000,18.5,0,7,32,256
1000,18.5,0,7,64,512
1000,18.5,0,7,128,1024
1000,18.5,0,10,1,6
1000,18.5,0,10,2,12
1000,18.5,0,10,4,24
1000,18.5,0,10,8,48
1000,18.5,0,10,16,96
1000,18.5,0,10,32,192
1000,18.5,0,10,64,384
1000,18.5,0,10,128,768
1000,19,0,6,1,10
1000,19,0,6,2,20
1000,19,0,6,4,40
1000,19,0,6,8,80
1000,19,0,6,16,160
1000,19,0,6,32,320
1000,19,0,6,64,640
1000,19,0,6,128,1280
1000,19,0,7,1,8
1000,19,0,7,2,16
1000,19,0,7,4,32
1000,19,0,7,8,64
1000,19,0,7,16,128
1000,19,0,7,32,256
1000,19,0,7,64,512
1000,19,0,7,128,1024
1000,19,0,10,1,6
1000,19,0,10,2,12
1000,19,0,10,4,24
1000,19,0,10,8,48
1000,19,0,10,16,96
1000,19,0,10,32,192
1000,19,0,10,64,384
1000,19,0,10,128,768
1000,19.5,0,6,1,10
1000,19.5,0,6,2,20
1000,19.5,0,6,4,40
1000,19.5,0,6,8,80
1000,19.5,0,6,16,160
1000,19.5,0,6,32,320
1000,19.5,0,6,64,640
1000,19.5,0,6,128,1280
1000,19.5,0,7,1,8
1000,19.5,0,7,2,16
1000,19.5,0,7,4,32
1000,19.5,0,7,8,64
1000,19.5,0,7,16,128
1000,19.5,0,7,32,256
1000,19.5,0,7,64,512
1000,19.5,0,7,128,1024
1000,19.5,0,10,1,6
1000,19.5,0,10,2,12
1000,19.5,0,10,4,24
1000,19.5,0,10,8,48
1000,19.5,0,10,16,96
1000,19.5,0,10,32,192
1000,19.5,0,10,64,384
1000,19.5,0,10,128,768
1000,20,0,6,1,10
1000,20,0,6,2,20
1000,20,0,6,4,40
1000,20,0,6,8,80
1000,20,0,6,16,160
1000,20,0,6,32,320
1000,20,0,6,64,640
1000,20,0,6,128,1280
1000,20,0,7,1,8
1000,20,0,7,2,16
1000,20,0,7,4,32
1000,20,0,7,8,64
1000,20,0,7,16,128
1000,20,0,7,32,256
1000,20,0,7,64,512
1000,20,0,7,128,1024
1000,20,0,10,1,6
1000,20,0,10,2,12
1000,20,0,10,4,24
1000,20,0,10,8,48
1000,20,0,10,16,96
1000,20,0,10,32,192
1000,20,0,10,64,384
1000,20,0,10,128,768
1096,-30,1,8,1,8
1096,-30,1,8,2,16
1096,-30,1,8,4,32
1096,-30,1,8,8,64
1096,-30,1,8,16,128
1096,-30,1,8,32,256
1096,-30,1,8,64,512
1096,-30,1,8,128,1024
1096,-29.5,1,8,1,8
1096,-29.5,1,8,2,16
1096,-29.5,1,8,4,32
1096,-29.5,1,8,8,64
1096,-29.5,1,8,16,128
1096,-29.5,1,8,32,256
1096,-29.5,1,8,64,512
1096,-29.5,1,8,128,1024
1096,-29,1,8,1,8
1096,-29,1,8,2,16
1096,-29,1,8,4,32
1096,-29,1,8,8,64
1096,-29,1,8,16,128
1096,-29,1,8,32,256
1096,-29,1,8,64,512
1096,-29,1,8,128,1024
1096,-28.5,1,8,1,8
1096,-28.5,1,8,2,16
1096,-28.5,1,8,4,32
1096,-28.5,1,8,8,64
1096,-28.5,1,8,16,128
1096,-28.5,1,8,32,256
1096,-28.5,1,8,64,512
1096,-28.5,1,8,128,1024
1096,-28,1,8,1,8
1096,-28,1,8,2,16
1096,-28,1,8,4,32
1096,-28,1,8,8,64
1096,-28,1,8,16,128
1096,-28,1,8,32,256
1096,-28,1,8,64,512
1096,-28,1,8,128,1024
1096,-27.5,1,8,1,8
1096,-27.5,1,8,2,16
1096,-27.5,1,8,4,32
1096,-27.5,1,8,8,64
1096,-27.5,1,8,16,128
1096,-27.5,1,8,32,256
1096,-27.5,1,8,64,512
1096,-27.5,1,8,128,1024
1096,-27,1,8,1,8
1096,-27,1,8,2,16
1096,-27,1,8,4,32
1096,-27,1,8,8,64
1096,-27,1,8,16,128
1096,-27,1,8,32,256
1096,-27,1,8,64,512
1096,-27,1,8,128,1024
1096,-26.5,1,8,1,8
1096,-26.5,1,8,2,16
1096,-26.5,1,8,4,32
1096,-26.5,1,8,8,64
1096,-26.5,1,8,16,128
1096,-26.5,1,8,32,256
1096,-26.5,1,8,64,512
1096,-26.5,1,8,128,1024
1096,-26,1,8,1,8
1096,-26,1,8,2,16
1096,-26,1,8,4,32
1096,-26,1,8,8,64
1096,-26,1,8,16,128
1096,-26,1,8,32,256
1096,-26,1,8,64,512
1096,-26,1,8,128,1024
1096,-25.5,1,8,1,8
1096,-25.5,1,8,2,16
1096,-25.5,1,8,4,32
1096,-25.5,1,8,8,64
1096,-25.5,1,8,16,128
1096,-25.5,1,8,32,256
1096,-25.5,1,8,64,512
1096,-25.5,1,8,128,1024
1096,-25,1,8,1,8
1096,-25,1,8,2,16
1096,-25,1,8,4,32
1096,-25,1,8,8,64
1096,-25,1,8,16,128
1096,-25,1,8,32,256
1096,-25,1,8,64,512
1096,-25,1,8,128,1024
1096,-24.5,1,8,1,8
1096,-24.5,1,8,2,16
1096,-24.5,1,8,4,32
1096,-24.5,1,8,8,64
1096,-24.5,1,8,16,128
1096,-24.5,1,8,32,256
1096,-24.5,1,8,64,512
1096,-24.5,1,8,128,1024
1096,-24,1,8,1,8
1096,-24,1,8,2,16
1096,-24,1,8,4,32
1096,-24,1,8,8,64
1096,-24,1,8,16,128
1096,-24,1,8,32,256
1096,-24,1,8,64,512
1096,-24,1,8,128,1024
1096,-23.5,1,8,1,8
1096,-23.5,1,8,2,16
1096,-23.5,1,8,4,32
1096,-23.5,1,8,8,64
1096,-23.5,1,8,16,128
1096,-23.5,1,8,32,256
1096,-23.5,1,8,64,512
1096,-23.5,1,8,128,1024
1096,-23,1,8,1,8
1096,-23,1,8,2,16
1096,-23,1,8,4,32
1096,-23,1,8,8,64
1096,-23,1,8,16,128
1096,-23,1,8,32,256
1096,-23,1,8,64,512
1096,-23,1,8,128,1024
1096,-22.5,0.9997253418,8,128,1024
1096,-22.5,1,8,1,8
1096,-22.5,1,8,2,16
1096,-22.5,1,8,4,32
1096,-22.5,1,8,8,64
1096,-22.5,1,8,16,128
1096,-22.5,1,8,32,256
1096,-22.5,1,8,64,512
1096,-22,0.9292602539,8,128,1024
1096,-22,1,8,1,8
1096,-22,1,8,2,16
1096,-22,1,8,4,32
1096,-22,1,8,8,64
1096,-22,1,8,16,128
1096,-22,1,8,32,256
1096,-22,1,8,64,512
1096,-21.5,0.270111084,8,128,1024
1096,-21.5,1,8,1,8
1096,-21.5,1,8,2,16
1096,-21.5,1,8,4,32
1096,-21.5,1,8,8,64
1096,-21.5,1,8,16,128
1096,-21.5,1,8,32,256
1096,-21.5,1,8,64,512
1096,-21,0.0035400391,8,128,1024
1096,-21,1,8,1,8
1096,-21,1,8,2,16
1096,-21,1,8,4,32
1096,-21,1,8,8,64
1096,-21,1,8,16,128
1096,-21,1,8,32,256
1096,-21,1,8,64,512
1096,-20.5,6.103515625E-05,8,128,1024
1096,-20.5,1,8,1,8
1096,-20.5,1,8,2,16
1096,-20.5,1,8,4,32
1096,-20.5,1,8,8,64
1096,-20.5,1,8,16,128
1096,-20.5,1,8,32,256
1096,-20.5,1,8,64,512
1096,-20,0,8,128,1024
1096,-20,1,8,1,8
1096,-20,1,8,2,16
1096,-20,1,8,4,32
1096,-20,1,8,8,64
1096,-20,1,8,16,128
1096,-20,1,8,32,256
1096,-20,1,8,64,512
1096,-19.5,0,8,128,1024
1096,-19.5,0.9996643066,8,64,512
1096,-19.5,1,8,1,8
1096,-19.5,1,8,2,16
1096,-19.5,1,8,4,32
1096,-19.5,1,8,8,64
1096,-19.5,1,8,16,128
1096,-19.5,1,8,32,256
1096,-19,0,8,128,1024
1096,-19,0.9359436035,8,64,512
1096,-19,1,8,1,8
1096,-19,1,8,2,16
1096,-19,1,8,4,32
1096,-19,1,8,8,64
1096,-19,1,8,16,128
1096,-19,1,8,32,256
1096,-18.5,0,8,128,1024
1096,-18.5,0.2860412598,8,64,512
1096,-18.5,1,8,1,8
1096,-18.5,1,8,2,16
1096,-18.5,1,8,4,32
1096,-18.5,1,8,8,64
1096,-18.5,1,8,16,128
1096,-18.5,1,8,32,256
1096,-18,0,8,128,1024
1096,-18,0.0047302246,8,64,512
1096,-18,1,8,1,8
1096,-18,1,8,2,16
1096,-18,1,8,4,32
1096,-18,1,8,8,64
1096,-18,1,8,16,128
1096,-18,1,8,32,256
1096,-17.5,0,8,64,512
1096,-17.5,0,8,128,1024
1096,-17.5,1,8,1,8
1096,-17.5,1,8,2,16
1096,-17.5,1,8,4,32
1096,-17.5,1,8,8,64
1096,-17.5,1,8,16,128
1096,-17.5,1,8,32,256
1096,-17,0,8,64,512
1096,-17,0,8,128,1024
1096,-17,1,8,1,8
1096,-17,1,8,2,16
1096,-17,1,8,4,32
1096,-17,1,8,8,64
1096,-17,1,8,16,128
1096,-17,1,8,32,256
1096,-16.5,0,8,64,512
1096,-16.5,0,8,128,1024
1096,-16.5,0.9998779297,8,32,256
1096,-16.5,1,8,1,8
1096,-16.5,1,8,2,16
1096,-16.5,1,8,4,32
1096,-16.5,1,8,8,64
1096,-16.5,1,8,16,128
1096,-16,0,8,64,512
1096,-16,0,8,128,1024
1096,-16,0.9430847168,8,32,256
1096,-16,1,8,1,8
1096,-16,1,8,2,16
1096,-16,1,8,4,32
1096,-16,1,8,8,64
1096,-16,1,8,16,128
1096,-15.5,0,8,64,512
1096,-15.5,0,8,128,1024
1096,-15.5,0.2987060547,8,32,256
1096,-15.5,1,8,1,8
1096,-15.5,1,8,2,16
1096,-15.5,1,8,4,32
1096,-15.5,1,8,8,64
1096,-15.5,1,8,16,128
1096,-15,0,8,64,512
1096,-15,0,8,128,1024
1096,-15,0.0052490234,8,32,256
1096,-15,1,8,1,8
1096,-15,1,8,2,16
1096,-15,1,8,4,32
1096,-15,1,8,8,64
1096,-15,1,8,16,128
1096,-14.5,0,8,64,512
1096,-14.5,0,8,128,1024
1096,-14.5,6.103515625E-05,8,32,256
1096,-14.5,1,8,1,8
1096,-14.5,1,8,2,16
1096,-14.5,1,8,4,32
1096,-14.5,1,8,8,64
1096,-14.5,1,8,16,128
1096,-14,0,8,32,256
1096,-14,0,8,64,512
1096,-14,0,8,128,1024
1096,-14,1,8,1,8
1096,-14,1,8,2,16
1096,-14,1,8,4,32
1096,-14,1,8,8,64
1096,-14,1,8,16,128
1096,-13.5,0,8,32,256
1096,-13.5,0,8,64,512
1096,-13.5,0,8,128,1024
1096,-13.5,0.9999084473,8,16,128
1096,-13.5,1,8,1,8
1096,-13.5,1,8,2,16
1096,-13.5,1,8,4,32
1096,-13.5,1,8,8,64
1096,-13,0,8,32,256
1096,-13,0,8,64,512
1096,-13,0,8,128,1024
1096,-13,0.945098877,8,16,128
1096,-13,1,8,1,8
1096,-13,1,8,2,16
1096,-13,1,8,4,32
1096,-13,1,8,8,64
1096,-12.5,0,8,32,256
1096,-12.5,0,8,64,512
1096,-12.5,0,8,128,1024
1096,-12.5,0.3202819824,8,16,128
1096,-12.5,1,8,1,8
1096,-12.5,1,8,2,16
1096,-12.5,1,8,4,32
1096,-12.5,1,8,8,64
1096,-12,0,8,32,256
1096,-12,0,8,64,512
1096,-12,0,8,128,1024
1096,-12,0.0053100586,8,16,128
1096,-12,1,8,1,8
1096,-12,1,8,2,16
1096,-12,1,8,4,32
1096,-12,1,8,8,64
1096,-11.5,0,8,32,256
1096,-11.5,0,8,64,512
1096,-11.5,0,8,128,1024
1096,-11.5,6.103515625E-05,8,16,128
1096,-11.5,1,8,1,8
1096,-11.5,1,8,2,16
1096,-11.5,1,8,4,32
1096,-11.5,1,8,8,64
1096,-11,0,8,16,128
1096,-11,0,8,32,256
1096,-11,0,8,64,512
1096,-11,0,8,128,1024
1096,-11,1,8,1,8
1096,-11,1,8,2,16
1096,-11,1,8,4,32
1096,-11,1,8,8,64
1096,-10.5,0,8,16,128
1096,-10.5,0,8,32,256
1096,-10.5,0,8,64,512
1096,-10.5,0,8,128,1024
1096,-10.5,0.999786377,8,8,64
1096,-10.5,1,8,1,8
1096,-10.5,1,8,2,16
1096,-10.5,1,8,4,32
1096,-10,0,8,16,128
1096,-10,0,8,32,256
1096,-10,0,8,64,512
1096,-10,0,8,128,1024
1096,-10,0.945892334,8,8,64
1096,-10,1,8,1,8
1096,-10,1,8,2,16
1096,-10,1,8,4,32
1096,-9.5,0,8,16,128
1096,-9.5,0,8,32,256
1096,-9.5,0,8,64,512
1096,-9.5,0,8,128,1024
1096,-9.5,0.3358764648,8,8,64
1096,-9.5,1,8,1,8
1096,-9.5,1,8,2,16
1096,-9.5,1,8,4,32
1096,-9,0,8,16,128
1096,-9,0,8,32,256
1096,-9,0,8,64,512
1096,-9,0,8,128,1024
1096,-9,0.0059814453,8,8,64
1096,-9,1,8,1,8
1096,-9,1,8,2,16
1096,-9,1,8,4,32
1096,-8.5,0,8,16,128
1096,-8.5,0,8,32,256
1096,-8.5,0,8,64,512
1096,-8.5,0,8,128,1024
1096,-8.5,6.103515625E-05,8,8,64
1096,-8.5,1,8,1,8
1096,-8.5,1,8,2,16
1096,-8.5,1,8,4,32
1096,-8,0,8,8,64
1096,-8,0,8,16,128
1096,-8,0,8,32,256
1096,-8,0,8,64,512
1096,-8,0,8,128,1024
1096,-8,1,8,1,8
1096,-8,1,8,2,16
1096,-8,1,8,4,32
1096,-7.5,0,8,8,64
1096,-7.5,0,8,16,128
1096,-7.5,0,8,32,256
1096,-7.5,0,8,64,512
1096,-7.5,0,8,128,1024
1096,-7.5,0.9998779297,8,4,32
1096,-7.5,1,8,1,8
1096,-7.5,1,8,2,16
1096,-7,0,8,8,64
1096,-7,0,8,16,128
1096,-7,0,8,32,256
1096,-7,0,8,64,512
1096,-7,0,8,128,1024
1096,-7,0.9532470703,8,4,32
1096,-7,1,8,1,8
1096,-7,1,8,2,16
1096,-6.5,0,8,8,64
1096,-6.5,0,8,16,128
1096,-6.5,0,8,32,256
1096,-6.5,0,8,64,512
1096,-6.5,0,8,128,1024
1096,-6.5,0.3526611328,8,4,32
1096,-6.5,1,8,1,8
1096,-6.5,1,8,2,16
1096,-6,0,8,8,64
1096,-6,0,8,16,128
1096,-6,0,8,32,256
1096,-6,0,8,64,512
1096,-6,0,8,128,1024
1096,-6,0.0067138672,8,4,32
1096,-6,1,8,1,8
1096,-6,1,8,2,16
1096,-5.5,0,8,8,64
1096,-5.5,0,8,16,128
1096,-5.5,0,8,32,256
1096,-5.5,0,8,64,512
1096,-5.5,0,8,128,1024
1096,-5.5,6.103515625E-05,8,4,32
1096,-5.5,1,8,1,8
1096,-5.5,1,8,2,16
1096,-5,0,8,4,32
1096,-5,0,8,8,64
1096,-5,0,8,16,128
1096,-5,0,8,32,256
1096,-5,0,8,64,512
1096,-5,0,8,128,1024
1096,-5,1,8,1,8
1096,-5,1,8,2,16
1096,-4.5,0,8,4,32
1096,-4.5,0,8,8,64
1096,-4.5,0,8,16,128
1096,-4.5,0,8,32,256
1096,-4.5,0,8,64,512
1096,-4.5,0,8,128,1024
1096,-4.5,0.9999694824,8,2,16
1096,-4.5,1,8,1,8
1096,-4,0,8,4,32
1096,-4,0,8,8,64
1096,-4,0,8,16,128
1096,-4,0,8,32,256
1096,-4,0,8,64,512
1096,-4,0,8,128,1024
1096,-4,0.9603881836,8,2,16
1096,-4,1,8,1,8
1096,-3.5,0,8,4,32
1096,-3.5,0,8,8,64
1096,-3.5,0,8,16,128
1096,-3.5,0,8,32,256
1096,-3.5,0,8,64,512
1096,-3.5,0,8,128,1024
1096,-3.5,0.3748779297,8,2,16
1096,-3.5,1,8,1,8
1096,-3,0,8,4,32
1096,-3,0,8,8,64
1096,-3,0,8,16,128
1096,-3,0,8,32,256
1096,-3,0,8,64,512
1096,-3,0,8,128,1024
1096,-3,0.0071716309,8,2,16
1096,-3,1,8,1,8
1096,-2.5,0,8,4,32
1096,-2.5,0,8,8,64
1096,-2.5,0,8,16,128
1096,-2.5,0,8,32,256
1096,-2.5,0,8,64,512
1096,-2.5,0,8,128,1024
1096,-2.5,3.0517578125E-05,8,2,16
1096,-2.5,1,8,1,8
1096,-2,0,8,2,16
1096,-2,0,8,4,32
1096,-2,0,8,8,64
1096,-2,0,8,16,128
1096,-2,0,8,32,256
1096,-2,0,8,64,512
1096,-2,0,8,128,1024
1096,-2,1,8,1,8
1096,-1.5,0,8,2,16
1096,-1.5,0,8,4,32
1096,-1.5,0,8,8,64
1096,-1.5,0,8,16,128
1096,-1.5,0,8,32,256
1096,-1.5,0,8,64,512
1096,-1.5,0,8,128,1024
1096,-1.5,1,8,1,8
1096,-1,0,8,2,16
1096,-1,0,8,4,32
1096,-1,0,8,8,64
1096,-1,0,8,16,128
1096,-1,0,8,32,256
1096,-1,0,8,64,512
1096,-1,0,8,128,1024
1096,-1,1,8,1,8
1096,-0.5,0,8,2,16
1096,-0.5,0,8,4,32
1096,-0.5,0,8,8,64
1096,-0.5,0,8,16,128
1096,-0.5,0,8,32,256
1096,-0.5,0,8,64,512
1096,-0.5,0,8,128,1024
1096,-0.5,1,8,1,8
1096,0,0,8,2,16
1096,0,0,8,4,32
1096,0,0,8,8,64
1096,0,0,8,16,128
1096,0,0,8,32,256
1096,0,0,8,64,512
1096,0,0,8,128,1024
1096,0,0.9998168945,8,1,8
1096,0.5,0,8,2,16
1096,0.5,0,8,4,32
1096,0.5,0,8,8,64
1096,0.5,0,8,16,128
1096,0.5,0,8,32,256
1096,0.5,0,8,64,512
1096,0.5,0,8,128,1024
1096,0.5,0.9673461914,8,1,8
1096,1,0,8,2,16
1096,1,0,8,4,32
1096,1,0,8,8,64
1096,1,0,8,16,128
1096,1,0,8,32,256
1096,1,0,8,64,512
1096,1,0,8,128,1024
1096,1,0.5417480469,8,1,8
1096,1.5,0,8,2,16
1096,1.5,0,8,4,32
1096,1.5,0,8,8,64
1096,1.5,0,8,16,128
1096,1.5,0,8,32,256
1096,1.5,0,8,64,512
1096,1.5,0,8,128,1024
1096,1.5,0.0589599609,8,1,8
1096,2,0,8,2,16
1096,2,0,8,4,32
1096,2,0,8,8,64
1096,2,0,8,16,128
1096,2,0,8,32,256
1096,2,0,8,64,512
1096,2,0,8,128,1024
1096,2,0.0011291504,8,1,8
1096,2.5,0,8,1,8
1096,2.5,0,8,2,16
1096,2.5,0,8,4,32
1096,2.5,0,8,8,64
1096,2.5,0,8,16,128
1096,2.5,0,8,32,256
1096,2.5,0,8,64,512
1096,2.5,0,8,128,1024
1096,3,0,8,1,8
1096,3,0,8,2,16
1096,3,0,8,4,32
1096,3,0,8,8,64
1096,3,0,8,16,128
1096,3,0,8,32,256
1096,3,0,8,64,512
1096,3,0,8,128,1024
1096,3.5,0,8,1,8
1096,3.5,0,8,2,16
1096,3.5,0,8,4,32
1096,3.5,0,8,8,64
1096,3.5,0,8,16,128
1096,3.5,0,8,32,256
1096,3.5,0,8,64,512
1096,3.5,0,8,128,1024
1096,4,0,8,1,8
1096,4,0,8,2,16
1096,4,0,8,4,32
1096,4,0,8,8,64
1096,4,0,8,16,128
1096,4,0,8,32,256
1096,4,0,8,64,512
1096,4,0,8,128,1024
1096,4.5,0,8,1,8
1096,4.5,0,8,2,16
1096,4.5,0,8,4,32
1096,4.5,0,8,8,64
1096,4.5,0,8,16,128
1096,4.5,0,8,32,256
1096,4.5,0,8,64,512
1096,4.5,0,8,128,1024
1096,5,0,8,1,8
1096,5,0,8,2,16
1096,5,0,8,4,32
1096,5,0,8,8,64
1096,5,0,8,16,128
1096,5,0,8,32,256
1096,5,0,8,64,512
1096,5,0,8,128,1024
1096,5.5,0,8,1,8
1096,5.5,0,8,2,16
1096,5.5,0,8,4,32
1096,5.5,0,8,8,64
1096,5.5,0,8,16,128
1096,5.5,0,8,32,256
1096,5.5,0,8,64,512
1096,5.5,0,8,128,1024
1096,6,0,8,1,8
1096,6,0,8,2,16
1096,6,0,8,4,32
1096,6,0,8,8,64
1096,6,0,8,16,128
1096,6,0,8,32,256
1096,6,0,8,64,512
1096,6,0,8,128,1024
1096,6.5,0,8,1,8
1096,6.5,0,8,2,16
1096,6.5,0,8,4,32
1096,6.5,0,8,8,64
1096,6.5,0,8,16,128
1096,6.5,0,8,32,256
1096,6.5,0,8,64,512
1096,6.5,0,8,128,1024
1096,7,0,8,1,8
1096,7,0,8,2,16
1096,7,0,8,4,32
1096,7,0,8,8,64
1096,7,0,8,16,128
1096,7,0,8,32,256
1096,7,0,8,64,512
1096,7,0,8,128,1024
1096,7.5,0,8,1,8
1096,7.5,0,8,2,16
1096,7.5,0,8,4,32
1096,7.5,0,8,8,64
1096,7.5,0,8,16,128
1096,7.5,0,8,32,256
1096,7.5,0,8,64,512
1096,7.5,0,8,128,1024
1096,8,0,8,1,8
1096,8,0,8,2,16
1096,8,0,8,4,32
1096,8,0,8,8,64
1096,8,0,8,16,128
1096,8,0,8,32,256
1096,8,0,8,64,512
1096,8,0,8,128,1024
1096,8.5,0,8,1,8
1096,8.5,0,8,2,16
1096,8.5,0,8,4,32
1096,8.5,0,8,8,64
1096,8.5,0,8,16,128
1096,8.5,0,8,32,256
1096,8.5,0,8,64,512
1096,8.5,0,8,128,1024
1096,9,0,8,1,8
1096,9,0,8,2,16
1096,9,0,8,4,32
1096,9,0,8,8,64
1096,9,0,8,16,128
1096,9,0,8,32,256
1096,9,0,8,64,512
1096,9,0,8,128,1024
1096,9.5,0,8,1,8
1096,9.5,0,8,2,16
1096,9.5,0,8,4,32
1096,9.5,0,8,8,64
1096,9.5,0,8,16,128
1096,9.5,0,8,32,256
1096,9.5,0,8,64,512
1096,9.5,0,8,128,1024
1096,10,0,8,1,8
1096,10,0,8,2,16
1096,10,0,8,4,32
1096,10,0,8,8,64
1096,10,0,8,16,128
1096,10,0,8,32,256
1096,10,0,8,64,512
1096,10,0,8,128,1024
1096,10.5,0,8,1,8
1096,10.5,0,8,2,16
1096,10.5,0,8,4,32
1096,10.5,0,8,8,64
1096,10.5,0,8,16,128
1096,10.5,0,8,32,256
1096,10.5,0,8,64,512
1096,10.5,0,8,128,1024
1096,11,0,8,1,8
1096,11,0,8,2,16
1096,11,0,8,4,32
1096,11,0,8,8,64
1096,11,0,8,16,128
1096,11,0,8,32,256
1096,11,0,8,64,512
1096,11,0,8,128,1024
1096,11.5,0,8,1,8
1096,11.5,0,8,2,16
1096,11.5,0,8,4,32
1096,11.5,0,8,8,64
1096,11.5,0,8,16,128
1096,11.5,0,8,32,256
1096,11.5,0,8,64,512
1096,11.5,0,8,128,1024
1096,12,0,8,1,8
1096,12,0,8,2,16
1096,12,0,8,4,32
1096,12,0,8,8,64
1096,12,0,8,16,128
1096,12,0,8,32,256
1096,12,0,8,64,512
1096,12,0,8,128,1024
1096,12.5,0,8,1,8
1096,12.5,0,8,2,16
1096,12.5,0,8,4,32
